time,type,number,queueLength,totalPacketLoss
693.337,0,344,0,0
693.444,1,345,1,0
694.4,0,345,0,0
695.925,1,346,1,0
696.205,0,346,0,0
700.114,1,347,1,0
700.403,0,347,0,0
701.038,1,348,1,0
701.529,1,349,2,0
701.873,0,348,1,0
701.893,0,349,0,0
702.164,1,350,1,0
702.701,0,350,0,0
704.169,1,351,1,0
704.798,1,352,2,0
705.231,0,351,1,0
705.293,0,352,0,0
706.089,1,353,1,0
706.319,0,353,0,0
706.729,1,354,1,0
707.03,0,354,0,0
710.43,1,355,1,0
710.965,1,356,2,0
711.848,0,355,1,0
712.648,0,356,0,0
713.475,1,357,1,0
714.968,0,357,0,0
715.841,1,358,1,0
716.498,0,358,0,0
719.487,1,359,1,0
719.604,0,359,0,0
722.738,1,360,1,0
724.742,0,360,0,0
725.992,1,361,1,0
727.444,1,362,2,0
727.599,0,361,1,0
727.977,1,363,2,0
729.701,0,362,1,0
729.973,1,364,2,0
735.024,0,363,1,0
735.352,0,364,0,0
738.88,1,365,1,0
739.495,0,365,0,0
740.111,1,366,1,0
741.628,1,367,2,0
743.607,0,366,1,0
744.625,1,368,2,0
744.83,0,367,1,0
745.396,0,368,0,0
745.777,1,369,1,0
745.798,0,369,0,0
746.199,1,370,1,0
746.478,1,371,2,0
746.56,1,372,3,0
747.097,0,370,2,0
747.454,0,371,1,0
748.357,1,373,2,0
749.398,0,372,1,0
749.828,0,373,0,0
749.936,1,374,1,0
750.742,1,375,2,0
751.563,0,374,1,0
752.452,1,376,2,0
752.551,1,377,3,0
752.656,0,375,2,0
753.875,0,376,1,0
754.456,1,378,2,0
755.478,0,377,1,0
757.782,0,378,0,0
759.485,1,379,1,0
759.641,1,380,2,0
759.66,0,379,1,0
760.925,0,380,0,0
761.165,1,381,1,0
762.403,1,382,2,0
763.405,1,383,3,0
764.616,0,381,2,0
766.115,1,384,3,0
766.27,1,385,4,0
766.278,1,386,5,0
768.058,1,387,6,0
768.129,0,382,5,0
769.011,0,383,4,0
770.264,0,384,3,0
770.345,0,385,2,0
771.207,0,386,1,0
772.361,0,387,0,0
779.821,1,388,1,0
780.433,0,388,0,0
780.975,1,389,1,0
781.6,1,390,2,0
782.39,0,389,1,0
782.436,1,391,2,0
782.885,0,390,1,0
783.412,0,391,0,0
783.607,1,392,1,0
783.847,1,393,2,0
783.898,0,392,1,0
785.613,0,393,0,0
791.482,1,394,1,0
792.727,1,395,2,0
793.808,0,394,1,0
794.079,0,395,0,0
794.926,1,396,1,0
795.761,0,396,0,0
801.076,1,397,1,0
803.216,0,397,0,0
806.327,1,398,1,0
807.22,1,399,2,0
807.545,1,400,3,0
808.09,1,401,4,0
808.131,1,402,5,0
808.432,0,398,4,0
809.726,0,399,3,0
809.916,1,403,4,0
810.586,0,400,3,0
811.801,0,401,2,0
811.926,1,404,3,0
812.366,0,402,2,0
812.682,1,405,3,0
812.973,0,403,2,0
813.701,1,406,3,0
813.845,0,404,2,0
814.744,1,407,3,0
815.204,0,405,2,0
815.663,0,406,1,0
815.696,0,407,0,0
821.86,1,408,1,0
822.952,0,408,0,0
823.579,1,409,1,0
824.902,1,410,2,0
825.393,1,411,3,0
827.607,0,409,2,0
828.342,0,410,1,0
828.372,0,411,0,0
828.824,1,412,1,0
829.753,1,413,2,0
829.846,0,412,1,0
830.569,0,413,0,0
831,1,414,1,0
831.565,0,414,0,0
832.997,1,415,1,0
833.332,1,416,2,0
833.86,0,415,1,0
833.922,0,416,0,0
835.926,1,417,1,0
836.191,1,418,2,0
836.728,1,419,3,0
837.686,0,417,2,0
838.194,0,418,1,0
838.528,1,420,2,0
838.706,0,419,1,0
839.786,0,420,0,0
843.62,1,421,1,0
844.009,1,422,2,0
844.028,1,423,3,0
845.913,1,424,4,0
846.119,0,421,3,0
846.562,1,425,4,0
847.228,0,422,3,0
847.474,0,423,2,0
847.5,0,424,1,0
847.57,0,425,0,0
847.778,1,426,1,0
847.958,0,426,0,0
848.393,1,427,1,0
850.149,1,428,2,0
850.548,0,427,1,0
851.941,0,428,0,0
852.466,1,429,1,0
853.435,0,429,0,0
853.931,1,430,1,0
856.603,0,430,0,0
857.886,1,431,1,0
859.909,0,431,0,0
862.377,1,432,1,0
862.732,0,432,0,0
864,1,433,1,0
866.606,1,434,2,0
866.749,1,435,3,0
866.89,0,433,2,0
867.498,1,436,3,0
867.68,0,434,2,0
868.91,1,437,3,0
869.173,0,435,2,0
